Chemical Name,CAS Number,Country Code,Country Name,Sample Source Code,Sample Source Name,Concentration Value,Unit of Measure,Sampling Date,LOD,LOQ,Media,Sampling Matrix,Level of Aggregation,Statistic Name,Number of Samples,Samples Below LOQ,Confidence Interval,Position,Latitude,Longitude,Location Name,Target Population,Adjusted For,Concentration Value (unadjusted),Confidence Interval (unadjusted),IPCheM QC,PulledDate,FileName,QA_Concerns
mono-iso-butyl phthalate,30833-53-5,ESP,Spain,ESP,NA,36.97,µg/L,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,118,0.00%,32.66-41.84,representative,NA,NA,NA,mothers,"age, crt",37.42,32.5-43.09,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,IRL,Ireland,IRL,NA,26.46,µg/L,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,23.41-29.91,representative,NA,NA,NA,mothers,"age, crt",27.85,24.19-32.07,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,LUX,Luxembourg,LUX,NA,21.07,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,56,0.00%,17.67-25.12,representative,NA,NA,NA,mothers,"age, crt",18.53,15.19-22.62,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,POL,Poland,POL,NA,53.64,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,47.44-60.64,representative,NA,NA,NA,mothers,"age, crt",52.54,45.63-60.49,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,PRT,Portugal,PRT,NA,28.4,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,117,0.00%,25.13-32.11,representative,NA,NA,NA,mothers,"age, crt",30.21,26.24-34.79,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,ROU,Romania,ROU,NA,34.66,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,117,0.00%,30.61-39.23,representative,NA,NA,NA,mothers,"age, crt",37.57,32.63-43.26,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,SVN,Slovenia,SVN,NA,34.87,µg/L,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,30.83-39.43,representative,NA,NA,NA,mothers,"age, crt",38.11,33.1-43.88,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,GBR,United Kingdom,GBR,NA,17.57,µg/L,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,21,0.00%,15.49-19.92,representative,NA,NA,NA,mothers,"age, crt",16.98,14.75-19.55,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,BEL,Belgium,BEL,NA,51.98,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,125,0.00%,45.76-59.05,representative,NA,NA,NA,children,"age, gender",51.96,45.65-59.13,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,CHE,Switzerland,CHE,NA,18.74,µg/g crt,2011/09/01-2012/04/24,NA,4.9,Human (Urine),urine,statistic,Geometric Mean,119,2.50%,16.5-21.29,representative,NA,NA,NA,children,"age, gender",18.92,16.63-21.53,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,CYP,Cyprus,CYP,NA,46.99,µg/g crt,2011/09/01-2012/04/24,NA,1.4,Human (Urine),urine,statistic,Geometric Mean,60,0.00%,39.24-56.26,representative,NA,NA,NA,children,"age, gender",46.99,39.13-56.42,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,DEU,Germany,DEU,NA,36.76,µg/g crt,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,32.36-41.75,representative,NA,NA,NA,children,"age, gender",37.22,32.7-42.36,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,DNK,Denmark,DNK,NA,59.32,µg/g crt,2011/09/01-2012/04/24,NA,1.1,Human (Urine),urine,statistic,Geometric Mean,142,0.00%,52.23-67.38,representative,NA,NA,NA,children,"age, gender",59.01,51.85-67.16,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,ESP,Spain,ESP,NA,61.35,µg/g crt,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,54.01-69.69,representative,NA,NA,NA,children,"age, gender",61.38,53.93-69.86,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,IRL,Ireland,IRL,NA,41.41,µg/g crt,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,36.46-47.04,representative,NA,NA,NA,children,"age, gender",41.37,36.35-47.08,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,LUX,Luxembourg,LUX,NA,33.95,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,59,0.00%,28.35-40.65,representative,NA,NA,NA,children,"age, gender",33.92,28.25-40.73,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,POL,Poland,POL,NA,104.09,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,115,0.00%,91.64-118.24,representative,NA,NA,NA,children,"age, gender",103.95,91.34-118.3,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,PRT,Portugal,PRT,NA,38.92,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,116,0.00%,34.26-44.21,representative,NA,NA,NA,children,"age, gender",39.03,34.29-44.42,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,ROU,Romania,ROU,NA,46.38,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,40.83-52.68,representative,NA,NA,NA,children,"age, gender",46.4,40.77-52.81,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,SVN,Slovenia,SVN,NA,48.39,µg/g crt,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,42.57-54.99,representative,NA,NA,NA,children,"age, gender",48.46,42.58-55.15,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,GBR,United Kingdom,GBR,NA,28.47,µg/g crt,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,21,0.00%,25.06-32.35,representative,NA,NA,NA,children,"age, gender",28.7,25.21-32.66,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,BEL,Belgium,BEL,NA,33.49,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,125,0.00%,29.71-37.76,representative,NA,NA,NA,mothers,age,33.97,30.16-38.28,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,CHE,Switzerland,CHE,NA,13.26,µg/g crt,2011/09/01-2012/04/24,NA,4.9,Human (Urine),urine,statistic,Geometric Mean,117,6.80%,11.75-14.95,representative,NA,NA,NA,mothers,age,13.54,12.02-15.25,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,CYP,Cyprus,CYP,NA,39.56,µg/g crt,2011/09/01-2012/04/24,NA,1.4,Human (Urine),urine,statistic,Geometric Mean,59,0.00%,33.42-46.81,representative,NA,NA,NA,mothers,age,39.62,33.47-46.9,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,DEU,Germany,DEU,NA,21.87,µg/g crt,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,116,0.00%,19.4-24.66,representative,NA,NA,NA,mothers,age,22.25,19.74-25.06,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,DNK,Denmark,DNK,NA,37.79,µg/g crt,2011/09/01-2012/04/24,NA,1.1,Human (Urine),urine,statistic,Geometric Mean,143,0.00%,33.48-42.64,representative,NA,NA,NA,mothers,age,38.77,34.41-43.68,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,ESP,Spain,ESP,NA,34.19,µg/g crt,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,118,0.00%,30.3-38.58,representative,NA,NA,NA,mothers,age,35.03,31.09-39.47,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,IRL,Ireland,IRL,NA,23.66,µg/g crt,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,21.0-26.65,representative,NA,NA,NA,mothers,age,23.79,21.11-26.8,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,LUX,Luxembourg,LUX,NA,19.45,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,56,0.00%,16.41-23.06,representative,NA,NA,NA,mothers,age,19.9,16.81-23.55,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,POL,Poland,POL,NA,48.42,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,42.96-54.57,representative,NA,NA,NA,mothers,age,47.84,42.46-53.9,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,PRT,Portugal,PRT,NA,24.26,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,117,0.00%,21.53-27.34,representative,NA,NA,NA,mothers,age,24.26,21.53-27.33,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,ROU,Romania,ROU,NA,29.77,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,117,0.00%,26.39-33.59,representative,NA,NA,NA,mothers,age,29.21,25.93-32.91,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,SVN,Slovenia,SVN,NA,29.22,µg/g crt,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,25.93-32.93,representative,NA,NA,NA,mothers,age,29.58,26.25-33.32,NA,2020,Democophes_Aggregate.csv,
mono-iso-butyl phthalate,30833-53-5,GBR,United Kingdom,GBR,NA,15.89,µg/g crt,2011/09/01-2012/04/24,NA,1,Human (Urine),urine,statistic,Geometric Mean,21,0.00%,14.06-17.96,representative,NA,NA,NA,mothers,age,16.27,14.44-18.33,NA,2020,Democophes_Aggregate.csv,
